"CollegeAthleteId","NflAthleteId","CollegeId","CollegeTeam","CollegeConference","NflTeam","Year","Overall","Round","Pick","Name","Position","Height","Weight","PreDraftRanking","PreDraftPositionRanking","PreDraftGrade","HometownInfo City","HometownInfo State","HometownInfo Country","HometownInfo Latitude","HometownInfo Longitude","HometownInfo CountyFips"
"4261090","106126","2005","Air Force","Mountain West","New Orleans","2022","194","6","15","Jordan Jackson","Defensive Tackle","77","294","344","25","32","Jacksonville","FL","USA","30.3321838","-81.655651","12031"
"4379412","105583","61","Georgia","SEC","Los Angeles","2022","195","6","16","Jamaree Salyer","Offensive Guard","75","321","122","7","68","Atlanta","GA","USA","33.7490987","-84.3901849","13121"
"4362748","106050","142","Missouri","SEC","Baltimore","2022","196","6","18","Tyler Badie","Running Back","68","197","218","17","51","Memphis","TN","USA","35.1490215","-90.0516285","47157"
"4400960","105945","2888","Ouachita Baptist","Great American","Jacksonville","2022","197","6","19","Gregory Junior","Cornerback","","","366","45","30","","","","","",""
"4241374","105920","2567","SMU","American Athletic","Philadelphia","2022","198","6","20","Grant Calcaterra","Tight End","76","241","282","16","42","Rancho Santa Margarita","CA","USA","33.6408845","-117.6029341","06059"
"4361788","105637","2633","Tennessee","SEC","Carolina","2022","199","6","21","Cade Mays","Offensive Guard","77","311","211","17","52","Knoxville","TN","USA","35.9603948","-83.9210261","47093"
"4077786","106249","138","Northwest Missouri State","Mid America","New England","2022","200","6","22","Sam Roberts","Defensive Tackle","77","292","","","","","","","","",""
"4362087","105999","30","USC","Pac-12","Arizona","2022","201","6","23","Keaontay Ingram","Running Back","72","221","242","21","47","Carthage","TX","USA","32.1570412","-94.338114","48365"
"4360174","106250","201","Oklahoma","Big 12","Cleveland","2022","202","6","24","Michael Woods II","Wide Receiver","73","198","","","","Magnolia","TX","USA","30.2093794","-95.7507815","48339"
"4259169","106239","239","Baylor","Big 12","Chicago","2022","203","6","25","Trestan Ebner","Running Back","71","206","334","31","34","Henderson","TX","USA","32.1532157","-94.7993802","48401"
"4242436","106251","2633","Tennessee","SEC","Tennessee","2022","204","6","26","Theo Jackson","Safety","74","203","","","","Nashville","TN","USA","36.1622296","-86.7743531","47037"
"4242229","105461","99","LSU","SEC","Houston","2022","205","6","27","Austin Deculus","Offensive Tackle","77","321","289","24","40","Mamou","LA","USA","30.6338092","-92.4192993","22039"
"4242358","105900","275","Wisconsin","Big Ten","Denver","2022","206","6","28","Matt Henningsen","Defensive Tackle","75","289","269","18","43","Menomonee Falls","WI","USA","43.1790768","-88.1170784","55133"
"4047178","105744","356","Illinois","Big Ten","Chicago","2022","207","6","29","Doug Kramer","Center","","","275","9","43","Hinsdale","IL","USA","41.794528","-87.92761808245767","17043"
"4241961","106053","127","Michigan State","Big Ten","Pittsburgh","2022","208","6","30","Connor Heyward","Fullback","71","233","247","1","46","Duluth","GA","USA","34.0028569","-84.1441046","13135"
"4361979","106081","259","Virginia Tech","ACC","Buffalo","2022","209","6","31","Luke Tenuta","Offensive Tackle","80","319","307","26","38","Crozet","VA","USA","38.0695816","-78.7005751","51003"
"4362642","105943","99","LSU","SEC","New England","2022","210","6","32","Chasen Hines","Offensive Guard","75","327","280","23","42","Marshall","TX","USA","32.5447756","-94.3661004","48203"
"4249128","105654","26","UCLA","Pac-12","Los Angeles","2022","211","6","33","Quentin Lake","Safety","73","201","277","23","42","Irvine","CA","USA","33.6856969","-117.8259819","06059"
"4360307","105616","61","Georgia","SEC","Los Angeles","2022","212","6","34","Derion Kendrick","Cornerback","72","194","246","31","46","Rock Hill","SC","USA","34.9248667","-81.0250784","45091"
"4379401","105911","61","Georgia","SEC","Atlanta","2022","213","6","35","John FitzPatrick","Tight End","79","262","305","19","38","Atlanta","GA","USA","33.7490987","-84.3901849","13121"
"4240434","106252","154","Wake Forest","ACC","Los Angeles","2022","214","6","36","Ja'Sir Taylor","Cornerback","70","185","","","","Asbury Park","NJ","USA","40.2203907","-74.0120817","34025"
"4260223","105898","259","Virginia Tech","ACC","Arizona","2022","215","6","37","Lecitus Smith","Offensive Guard","75","314","171","13","58","Fitzgerald","GA","USA","31.7149082","-83.2526545","13017"
"4037474","106237","2132","Cincinnati","American Athletic","Indianapolis","2022","216","6","38","Curtis Brooks","Defensive Tackle","","","328","21","35","Danville","VA","USA","36.5859718","-79.3950228","51590"
"4240608","106087","2296","Jackson State","SWAC","Detroit","2022","217","6","39","James Houston","Outside Linebacker","72","244","284","15","41","Fort Lauderdale","FL","USA","26.1223084","-80.1433786","12011"
"4034779","106253","135","Minnesota","Big Ten","Tampa Bay","2022","218","6","40","Ko Kieft","Tight End","77","265","","","","Sioux Center","IA","USA","43.079692","-96.175672","19167"
"4372051","106099","145","Ole Miss","SEC","Tennessee","2022","219","6","41","Chance Campbell","Inside Linebacker","74","232","303","25","38","Towson","MD","USA","39.4018552","-76.602388","24005"
"4243541","106103","2116","UCF","American Athletic","San Francisco","2022","220","6","42","Kalia Davis","Defensive Tackle","73","302","244","17","47","Pensacola","FL","USA","30.421309","-87.2169149","12033"
"4259590","105735","213","Penn State","Big Ten","San Francisco","2022","221","6","43","Tariq Castro-Fields","Cornerback","73","197","153","19","60","Upper Marlboro","MD","USA","38.8165274","-76.7519753","24033"
"4242149","106111","8","Arkansas","SEC","Jacksonville","2022","222","7","1","Montaric Brown","Cornerback","72","196","315","41","36","Ashdown","AR","USA","33.67344","-94.1299625","05081"
"4241404","106033","201","Oklahoma","Big 12","Cleveland","2022","223","7","2","Isaiah Thomas","Defensive End","77","266","191","17","56","Tulsa","OK","USA","36.1556805","-95.9929113","40143"
"4035857","106254","25","California","Pac-12","Miami","2022","224","7","3","Cameron Goode","Outside Linebacker","76","240","","","","Spring","TX","USA","30.0798826","-95.4172549","48201"
"4249342","106255","145","Ole Miss","SEC","Pittsburgh","2022","225","7","4","Mark Robinson","Outside Linebacker","71","235","","","","Ewa Beach","HI","USA","21.315603","-158.008804","15003"
"4369950","105765","2582","Southern","SWAC","Chicago","2022","226","7","5","Ja'Tyre Carter","Offensive Guard","75","311","245","20","47","","","","","",""
"4249624","106256","2579","South Carolina","SEC","Minnesota","2022","227","7","6","Nick Muse","Tight End","77","249","","","","Belmont","NC","USA","35.2438272","-81.0377322","37071"
"4240486","106049","59","Georgia Tech","ACC","Green Bay","2022","228","7","7","Tariq Carpenter","Inside Linebacker","","","226","22","49","Ludowici","GA","USA","31.7097964","-81.7430846","13183"
"4259305","105932","164","Rutgers","Big Ten","Seattle","2022","229","7","8","Bo Melton","Wide Receiver","71","189","137","20","64","Mays Landing","NJ","USA","39.4523326","-74.727661","34001"
"4244615","105891","202","Tulsa","American Athletic","Washington","2022","230","7","9","Chris Paul","Offensive Guard","76","323","188","15","56","Houston","TX","USA","29.7589382","-95.3676974","48201"
"4239997","106136","228","Clemson","ACC","Buffalo","2022","231","7","10","Baylon Spector","Inside Linebacker","73","233","355","31","31","Calhoun","GA","USA","34.502587","-84.9510542","13129"
"4242333","106257","275","Wisconsin","Big Ten","Denver","2022","232","7","11","Faion Hicks","Cornerback","70","192","","","","Miami","FL","USA","25.7742658","-80.1936589","12086"
"4401805","106240","2331","Lenoir-Rhyne","South Atlantic","Seattle","2022","233","7","12","Dareke Young","Wide Receiver","","","335","39","34","","","","","",""
"4259762","106115","2390","Miami","ACC","Green Bay","2022","234","7","13","Jonathan Ford","Defensive Tackle","77","333","330","22","34","Fort Lauderdale","FL","USA","26.1223084","-80.1433786","12011"
"4365629","106258","147","Montana State","Big Sky","Los Angeles","2022","235","7","14","Daniel Hardy","Outside Linebacker","75","223","","","","","","","","",""
"4690171","106259","145","Ole Miss","SEC","Los Angeles","2022","236","7","15","Deane Leonard","Cornerback","72","195","","","","Calgary","AB","CAN","","",""
"4047846","105612","9","Arizona State","Pac-12","Detroit","2022","237","7","16","Chase Lucas","Cornerback","71","180","239","30","47","Chandler","AZ","USA","33.3062223","-111.8413317","04013"
"4242001","105602","194","Ohio State","Big Ten","Las Vegas","2022","238","7","17","Thayer Munford","Offensive Tackle","78","328","152","16","61","Cincinnati","OH","USA","39.1014537","-84.5124602","39061"
"4394516","106260","43","Yale","Ivy","Indianapolis","2022","239","7","18","Rodney Thomas II","Safety","74","200","","","","","","","","",""
"4035105","106261","197","Oklahoma State","Big 12","Washington","2022","240","7","19","Christian Holmes","Cornerback","73","205","","","","Leland","MS","USA","33.4053949","-90.8976007","28151"
"4044111","106262","2571","South Dakota State","MVFC","Pittsburgh","2022","241","7","20","Chris Oladokun","Quarterback","74","195","","","","Tampa","FL","USA","27.9477595","-82.458444","12057"
"4373017","105953","239","Baylor","Big 12","Carolina","2022","242","7","21","Kalon Barnes","Cornerback","72","183","172","21","58","Silsbee","TX","USA","30.3490978","-94.1779626","48199"
"4697639","105923","265","Washington State","Pac-12","Kansas City","2022","243","7","22","Jaylen Watson","Cornerback","74","197","231","29","48","","","","","",""
"4911023","106263","2673","Valdosta State","Gulf South","Arizona","2022","244","7","23","Christian Matthew","Cornerback","76","200","","","","","","","","",""
"4258207","105901","130","Michigan","Big Ten","New England","2022","245","7","24","Andrew Stueber","Offensive Guard","79","325","196","16","55","Darien","CT","USA","41.0787079","-73.4692873","09001"
"4241848","105650","2641","Texas Tech","Big 12","Cleveland","2022","246","7","25","Dawson Deaton","Center","78","306","248","6","46","Frisco","TX","USA","33.1506744","-96.8236116","48085"
"4036419","105946","2306","Kansas State","Big 12","Miami","2022","247","7","26","Skylar Thompson","Quarterback","74","217","235","8","48","Independence","MO","USA","39.0924792","-94.4137923","29095"
"4035453","106265","99","LSU","SEC","Tampa Bay","2022","248","7","27","Andre Anthony","Defensive End","76","251","","","","New Orleans","LA","USA","29.9499323","-90.0701156","22071"
"4361429","106104","213","Penn State","Big Ten","Green Bay","2022","249","7","28","Rasheed Walker","Offensive Tackle","78","313","119","11","69","Waldorf","MD","USA","38.6263882","-76.9106581","24017"
"4036032","106266","26","UCLA","Pac-12","Las Vegas","2022","250","7","29","Brittain Brown","Running Back","73","205","","","","Canton","GA","USA","34.2367621","-84.4907621","13057"
"4361529","105996","164","Rutgers","Big Ten","Kansas City","2022","251","7","30","Isaih Pacheco","Running Back","70","216","299","27","39","Vineland","NJ","USA","39.4862777","-75.0254256","34011"
"4241089","106030","324","Coastal Carolina","Sun Belt","Cincinnati","2022","252","7","31","Jeffrey Gunter","Defensive End","76","258","198","18","55","Durham","NC","USA","35.996653","-78.9018053","37063"
"4240071","106267","2306","Kansas State","Big 12","Los Angeles","2022","253","7","32","Russ Yeast","Safety","70","195","","","","Greenwood","IN","USA","39.6136578","-86.1066526","18081"
"4242402","106268","25","California","Pac-12","Chicago","2022","254","7","33","Elijah Hicks","Safety","71","200","","","","Long Beach","CA","USA","33.7690164","-118.1916048","06037"
"4240128","106269","152","NC State","ACC","Chicago","2022","255","7","34","Trenton Gill","Punter","76","219","","","","Hillsborough","NC","USA","36.0752297","-79.0992279","37135"
"4361419","105682","213","Penn State","Big Ten","Arizona","2022","256","7","35","Jesse Luketa","Outside Linebacker","75","253","167","11","59","Ottawa","ON","CAN","","",""
"4241382","105942","201","Oklahoma","Big 12","Arizona","2022","257","7","36","Marquis Hayes","Offensive Guard","77","318","139","10","64","Maryland Heights","MO","USA","38.7150511","-90.435999","29189"
"4027873","106270","158","Nebraska","Big Ten","Green Bay","2022","258","7","37","Samori Toure","Wide Receiver","75","190","","","","Lubbock","TX","USA","33.5635206","-101.879336","48303"
"4043625","106271","276","Marshall","Conference USA","Kansas City","2022","259","7","38","Nazeeh Johnson","Safety","74","189","","","","Martinsburg","WV","USA","39.4562528","-77.9639604","54003"
"4260406","106272","2509","Purdue","Big Ten","Los Angeles","2022","260","7","39","Zander Horvath","Fullback","75","230","","","","Mishawaka","IN","USA","41.6619927","-86.1586156","18141"
"4046707","106273","127","Michigan State","Big Ten","Los Angeles","2022","261","7","40","AJ Arcuri","Offensive Tackle","79","320","","","","Powell","OH","USA","40.1578403","-83.0751869","39041"
"4361741","105721","66","Iowa State","Big 12","San Francisco","2022","262","7","41","Brock Purdy","Quarterback","73","212","361","14","31","Gilbert","AZ","USA","33.3527632","-111.7890373","04013"
